""
Annotation type
- 01/01 : Ikaz Boi - Paradise
- 01/01 : Rec. 118 - 20/21
- 01/01 : Tedax Max - Forme Olympique
- 08/01 : 1863 - TAMBORA
- 08/01 : Brulux - La sans pitax
* 08/01 : Gambino - Galaxia
- 08/01 : Kemmler - Gris Coeur
- 08/01 : LMB - WOLFGANG
"* 08/01 : Senyss - Tout va bien, Part. 1"
- 08/01 : Sheldon - DLC
- 08/01 : Tomàs V - Chaque élément compte
- 08/01 : ZKR - Dans les mains
* 15/01 : Bayou Bastardise - Bayou Bastardise
- 15/01 : Daba - 1999
- 15/01 : Mac Tyer - Noir 2
- 15/01 : Menavor - NEW ERA
- 15/01 : Mister V - MVP (Réédition)
* 15/01 : RILESUNDAYZ - Family Business
- 15/01 : Sage Pee - Distant
* 15/01 : Squadra - Introduction
- 15/01 : $tanlee - Hokuto : Shinken
* 15/01 : The S - Square Bleu
- 16/01 : 1lyre0 - ELLE
* 16/01 : Vadim - Vadimechant
* 19/01 : HIM$ - 243 (Deluxe Edition)
- 20/01 : joaqm - RETROSPECTIVE MIXTAPE
- 21/01 : Jazzy Bazz - MEMENTO III
* 22/01 : 26Keuss - Ma vie en 4K : La Kaire (1/4)
- 22/01 : aplusetdims - QUARTZ
- 22/01 : Dinor Rdt - Ronaldinor
- 22/01 : Frenetik - Jeu de couleurs
- 22/01 : Jedn - Moon
- 22/01 : Joysad - Palindrome
- 22/01 : SOPA - Au fond du noir
- 22/01 : YG Pablo - VEDA
"* 27/01 : AP du 113 - La laverie, Vol.1"
- 27/01 : rad cartier - VT ZOOM
- 28/01 : Nixy Rose - Héliotrope - EP
* 28/01 : Zoomy - AZMUTH
- 29/01 : Ashkidd - L'AMOUR ET LA VIOLENCE
* 29/01 : Chicaille Argenté - Pas comme les autres
* 29/01 : Deeloc - BLOCAGES
* 29/01 : Fayçal - Chants de ruines
* 29/01 : Gambino LaMG - En attendant Gambinerie
- 29/01 : Josman - MYSTR J.O.$
"- 29/01 : Kpri - Kpri Tape, Vol. 2"
- 29/01 : Lala &ce - Everything Tasteful
* 29/01 : Og BraX - OM2
* 29/01 : Relo - La voix du 13
- 31/01 : winnterzuko - Gearless Mania
"- 05/02 : 2TH - Espoir, Vol.2"
* 05/02 : A Little Rooster & Waltmann - .RUE
- 05/02 : Dioscures - CIELA
- 05/02 : Hamza - 140 BPM 2
* 05/02 : La Hyène - Classics Mix-tape
* 05/02 : L'Amerigo - Mise à plat
- 05/02 : Mister You - Hasta la Muerte 2
- 05/02 : SYDS - CLAIROBSCUR
- 05/02 : Youv Dee - La vie de luxe
* 11/02 : Oumar - Trauma Saison 1
- 12/02 : Axelence - XLNCY Initiation
* 12/02 : Double M & Madizm - Double M
* 12/02 : Koffi Lossa - V12
- 12/02 : LMB - AMADEUS
"- 12/02 : Maska - Étoile de Jour, Pt. 1"
- 12/02 : OELEY - PRINCE
- 12/02 : Rim'K - ADN
- 12/02 : Venlo - N
- 12/02 : Yannou JR - EAV PART 2
- 14/02 : Frs Taga - Deuxième Echec
- 14/02 : Jeunesaint - PU$$Y Crooner
- 14/02 : JMK$ & Beamer - Magic City
- 14/02 : oghntr - Dream Memories
- 14/02 : Richi - 40 degrés
- 15/02 : Yunodji - ULTIMATE
- 19/02 : 6osy - Argentique
* 19/02 : Aketo - Monsieur Bourbier
- 19/02 : Antoine Allo - true:love
